Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum
F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,1506
M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9,881
I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,3405
I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7,16
I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8,4076
F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11,3065
M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10,1741
I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7,822
M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,653
F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11,3075
F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,2461
M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,506
I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,3445
F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,2597
I,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7,4108
F,0.58,0.455,0.12,0.94,0.399,0.257,0.265,11,2303
I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,535
M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11,1006
M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10,726
M,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10,3156
F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,259
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29,480
I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,2729
F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,2422
I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13,605
M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,3768
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19,372
I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,934
F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,1196
F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8,135
M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,2080
I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10,1387
F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,310
I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6,3933
I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,3372
F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,2612
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,484
I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,2507
M,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10,4103
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,300
M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16,3857
I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10,245
M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8,635
M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10,2786
F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,2134
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,2586
M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10,52
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,395
F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,1623
F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12,867
I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5,2869
I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8,3810
M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12,1763
M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8,968
I,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6,1994
M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9,3174
M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15,3870
F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12,727
M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,3241
I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8,1243
M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,774
I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6,2715
F,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17,3202
M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10,1367
I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,1354
F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9,2852
M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,3459
F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7,226
I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,1278
I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9,1260
I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4,149
M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7,4034
F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,631
M,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17,3263
M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16,142
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8,2731
M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,2333
I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,2547
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19,483
F,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8,1637
F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10,2325
M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10,993
M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,1376
M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12,2973
M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9,1146
M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10,4015
I,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5,3107
I,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2,719
M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10,1164
I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,2552
M,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,2173
F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,2594
F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,3199
F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9,1194
M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9,1937
I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,2456
F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8,1651
I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13,561
I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8,5
F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6,1105
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18,613
F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12,1425
I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10,4166
M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,2356
M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,3210
M,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11,3067
M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7,2311
M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14,168
I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4,898
M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12,1732
M,0.59,0.5,0.15,1.142,0.485,0.265,0.345,9,2913
I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,2629
I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8,1086
I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,2003
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,413
M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8,843
M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12,2129
F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9,1014
M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11,1718
F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11,1940
M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,3761
F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10,2295
M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11,864
M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13,201
F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8,1924
I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3,1054
I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7,281
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,441
F,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9,2900
M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,3736
F,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11,4160
F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,3591
F,0.505,0.39,0.175,0.692,0.267,0.15,0.215,12,2228
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,496
F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8,3925
M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9,1627
M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,979
M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,213
M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10,1173
F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10,512
M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8,1018
M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,3617
M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,767
F,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11,4106
F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13,208
M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11,1798
I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6,2816
F,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,3572
F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17,762
I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,321
M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,9,3510
M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10,3
I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8,3488
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10,443
M,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12,2240
I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,1638
M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,2589
F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8,55
I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13,1699
M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,2445
I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9,2777
M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10,1911
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,412
M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8,1154
I,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8,1870
M,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,2081
I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,1440
F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,3898
M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,3827
F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,1390
M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7,547
F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,3213
F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,3261
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16,450
I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7,1834
M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,3920
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9,109
M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12,2322
F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,3892
I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,2560
F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9,2691
M,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,2131
F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20,3924
I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10,1633
I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5,1216
I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125,8,3545
M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,399
M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14,1728
M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13,86
M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,1502
M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,785
I,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4,3009
F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,1712
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,1511
M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10,608
F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9,2808
F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,2679
F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20,572
F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,13,2268
M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13,491
F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,3354
M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,2436
M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8,3102
M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,1968
I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6,2820
M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15,3242
F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,3840
M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16,2348
M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,1767
F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10,2794
F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,2086
M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11,2744
M,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11,1705
F,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11,1738
I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13,595
M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7,1093
M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9,2826
F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8,627
M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,2392
M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14,588
I,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8,1101
I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,3367
M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10,3767
I,0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,7,3114
F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398,11,3517
M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10,1020
I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7,1865
M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10,1914
F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10,1740
F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17,743
I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6,1069
M,0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,3402
F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10,1137
M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,773
M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10,2799
F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10,1692
F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9,80
I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7,1246
M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,3711
I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8,1135
F,0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9,3250
F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,1408
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12,1686
F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8,2837
I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8,2750
M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,3657
I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,1451
M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11,1916
F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,2123
M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,1395
I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,2141
M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,3248
F,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,2145
I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,2557
M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16,197
I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10,3928
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,401
F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11,3740
M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12,1189
M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,3318
F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13,558
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,2431
M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,2460
M,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,2063
M,0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,3220
I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,2048
F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,2607
I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8,2985
F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,2360
M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9,693
F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,2432
I,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4,3899
M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,704
F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,3512
F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,750
I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6,1827
M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9,1031
I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,9,3535
M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8,2978
I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,1456
F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7,59
M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10,2850
M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11,4017
M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11,1965
M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,796
M,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6,3173
I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8,177
M,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10,2862
I,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,11,3058
I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,2646
F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,2428
I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,3650
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,2475
F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,3667
M,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20,3193
M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20,756
F,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9,1308
I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,1237
F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10,808
I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,3531
F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9,1157
F,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15,3277
F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10,1181
I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,2573
F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10,1200
F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,3312
F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9,1153
M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,685
I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,3665
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8,3536
M,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11,2024
M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,2656
F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9,4064
I,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,1315
F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,2423
F,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9,1898
I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8,2754
F,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9,4136
F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14,527
F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11,3932
I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,1301
M,0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,3464
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12,330
M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9,1776
I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,3475
I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,3337
M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9,2673
F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8,173
I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8,3552
F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,105
F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,1675
M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10,199
M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10,2916
M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10,3104
M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16,3216
I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10,2897
M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9,2802
F,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14,3081
I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5,176
I,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6,4154
M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8,2072
I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,2388
I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7,3976
I,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5,899
I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,1612
F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,3724
I,0.265,0.205,0.07,0.1055,0.039,0.041,0.035,5,323
F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,2593
F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,2539
M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,387
M,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10,3077
I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,1238
M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11,1735
M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,2598
M,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15,2955
F,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10,4175
F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11,4135
F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10,107
I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,3907
M,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,1455
F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6,944
M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,1900
F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8,2948
F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11,1022
M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,3470
M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12,2615
F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12,3176
F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,1190
M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14,3235
I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6,907
I,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6,924
F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9,3513
F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9,1034
F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8,2834
M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,775
I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,710
I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6,296
F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8,1128
M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11,1949
F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,3292
F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10,1964
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14,308
